component_id	num_nodes	num_edges	unique_genes	node_ids	frac_telomeric	frac_pericentromeric	frac_acrocentric	frac_any_category	avg_num_edges	max_num_edges	density	avg_clustering	diameter	radius	is_tree	is_bipartite
6047	3	2	FAM201B;unknown	chr13:9404680-9406119;chr15:4764154-4765592;chr2:132787729-132789091	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
6048	6	6	FAM201B;unknown	chr13:9404680-9406120;chr15:4764154-4765593;chr20:30055431-30056794;chr21:231911-233342;chr22:230118-231549;chr2:132787728-132789091	0.0	0.0	0.0	0.0	2.0	4	0.4	0.0	3	2	False	True
6049	3	2	PTGER4P2;unknown	chr13:9404686-9408265;chr15:4764160-4767738;chr9:80340027-80343599	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
6050	15	24	CR381670.2;CR383656.10;unknown	chr13:9404691-9406168;chr14:13085218-13086577;chr14:4019906-4021385;chr14:5824073-5825601;chr15:1869387-1870879;chr15:4764165-4765641;chr21:6549739-6551195;chr21:7621425-7622924;chr22:10654186-10655714;chr22:16082901-16084260;chr22:7555026-7556500;chr22:9807337-9808827;chr3:95748753-95750244;chr4:49232879-49234356;chr4:49293979-49295456	0.0	0.0	0.0	0.0	3.2	12	0.2286	0.0	4	2	False	True
6051	3	2	unknown	chr13:9404733-9406166;chr15:4764206-4765639;chr2:132238255-132239589	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
6052	3	2	PTGER4P2-CDK2AP2P2;unknown	chr13:9404734-9408265;chr15:4764207-4767738;chr9:42017316-42020850	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
6053	9	8	CHM13_G1000193;unknown	chr13:9404738-9408265;chr14:1655905-1659429;chr15:1867280-1870812;chr15:4764211-4767738;chr18:15143323-15146828;chr21:5667446-5670968;chr22:5775795-5779318;chr3:95746647-95750177;chrY:11324565-11328099	0.0	0.0	0.0	0.0	1.78	8	0.2222	0.0	2	1	True	True
6054	3	2	unknown	chr13:9404745-9408264;chr15:4764218-4767737;chr2:92184480-92187883	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
6055	9	11	LINC01189;LINC01906;unknown	chr13:9404815-9408265;chr14:2876052-2879515;chr15:4764288-4767738;chr18:15039192-15042639;chr21:11701301-11704810;chr21:5667523-5670968;chr22:10652071-10655541;chr22:5775872-5779318;chr9:44210479-44213899	0.0	0.0	0.0	0.0	2.44	5	0.3056	0.0	4	2	False	True
6056	5	5	LINC01189;LINC01906;unknown	chr13:9404815-9408267;chr15:4764288-4767740;chr18:15039192-15042641;chr22:5775872-5779320;chr9:44210479-44213901	0.0	0.0	0.0	0.0	2.0	3	0.5	0.0	3	2	False	True
6057	17	16	CHM13_G1000193;unknown	chr13:10448864-10452130;chr13:9405021-9408265;chr14:1655905-1659146;chr14:2876258-2879515;chr15:170035-173287;chr15:1867280-1870529;chr15:4764494-4767738;chr16:32877930-32881461;chr21:232261-235513;chr21:5667729-5670968;chr22:5776078-5779318;chr22:9807687-9810938;chr3:95746647-95749894;chr4:49230740-49234006;chr4:49294329-49297595;chr9:76969408-76972625;chrY:11324848-11328099	0.0	0.0	0.0	0.0	1.88	16	0.1176	0.0	2	1	True	True
6058	16	15	AC119751.2;AC119751.8;AC140113.2;AC140113.3;AL845472.2	chr13:10445105-10448591;chr13:9408538-9412019;chr14:4014040-4017513;chr15:173560-177046;chr15:1863520-1867007;chr15:4768011-4771492;chr21:2332041-2335529;chr21:235786-239272;chr21:6553585-6557072;chr22:233986-237471;chr22:3833759-3837243;chr22:7549263-7552642;chr22:9811210-9814697;chr4:49226979-49230467;chr4:49297868-49301356;chr9:47774750-47778222	0.0	0.0	0.0	0.0	1.88	15	0.125	0.0	2	1	True	True
6059	21	53	AC119751.2;AC119751.8;AC140113.2;AC140113.3;AL845472.2	chr13:10445105-10448590;chr13:12800801-12804288;chr13:9408539-9412019;chr14:1652154-1655631;chr14:4014040-4017512;chr14:6597542-6601029;chr15:173561-177046;chr15:1863520-1867006;chr15:4768012-4771492;chr21:2332041-2335528;chr21:235787-239272;chr21:6553586-6557072;chr21:9814403-9817891;chr22:233987-237471;chr22:3833759-3837242;chr22:7549263-7552641;chr22:9811211-9814697;chr3:95742896-95746373;chr4:49226979-49230466;chr4:49297869-49301356;chr9:47774750-47778221	0.0	0.0	0.0	0.0	5.05	17	0.2524	0.0	3	2	False	True
6060	6	5	AC140113.2;AC140113.3;FAM201B	chr13:9408547-9411950;chr14:2879795-2883202;chr15:4768020-4771423;chr20:30056739-30060148;chr2:132789036-132792441;chr9:76966015-76969126	0.0	0.0	0.0	0.0	1.67	4	0.3333	0.0	3	2	True	True
6061	12	14	AC119751.2;AC119751.8;AC140113.2;AC140113.3;FAM201B	chr13:9408558-9411950;chr14:2879806-2883202;chr15:173580-176977;chr15:4768031-4771423;chr20:30056750-30060148;chr21:235806-239203;chr22:3833828-3837223;chr22:7549332-7552622;chr22:9811230-9814628;chr2:132789047-132792441;chr4:49227048-49230447;chr4:49297888-49301287	0.0	0.0	0.0	0.0	2.33	7	0.2121	0.0	4	2	False	True
6062	5	4	CHM13_G1000193;MTCO1P1;MTND3P22	chr13:9411354-9452333;chr14:2882606-2923661;chr15:4770827-4811816;chr20:30194849-30234697;chrY:11331190-11369760	0.0	0.0	0.0	0.0	1.6	4	0.4	0.0	2	1	True	True
6063	8	10	ANKRD20A1;ANKRD20A3P;CHM13_G1000193;CR769776.3;unknown	chr13:9412016-9417920;chr14:2883268-2889231;chr15:4771489-4777395;chr9:40228695-40234719;chr9:43062721-43068745;chr9:77926034-77932048;chr9:79632538-79638542;chrY:11331848-11337828	0.0	0.0	0.0	0.0	2.5	4	0.3571	0.0	4	2	False	True
6064	4	3	ANKRD20A7P;unknown	chr13:9412016-9417926;chr14:2883268-2889237;chr15:4771489-4777401;chr9:44395527-44401514	0.0	0.0	0.0	0.0	1.5	3	0.5	0.0	2	1	True	True
6065	4	3	ANKRD20A8P;MTND3P22	chr13:9412016-9480114;chr14:2883268-2951493;chr15:4771489-4839604;chr2:95361178-95436926	0.0	0.0	0.0	0.0	1.5	3	0.5	0.0	2	1	True	True
6066	3	2	AC134878.1;CR392039.5	chr13:9436480-9610913;chr15:4795961-4970425;chr21:5671422-5837159	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
6067	3	2	AC134878.1	chr13:9436480-9681453;chr15:4795961-5040900;chr22:5779772-6103558	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
6068	3	2	AC134878.1;ASNS	chr13:9439931-9452915;chr15:4799412-4812398;chr7:99089476-99101926	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
6069	8	12	ANKRD20A21P;ANKRD20A6P;SOWAHCP2	chr13:9471703-9480114;chr14:2943061-2951493;chr15:4831190-4839604;chr20:30186468-30194852;chr21:5706606-5715032;chr22:5814970-5823350;chr9:76915478-76923827;chrY:11389130-11397568	0.0	0.0	0.0	0.0	3.0	6	0.4286	0.0	2	2	False	True
6070	9	17	ANKRD20A1;ANKRD20A3P;ANKRD20A6P;ANKRD20A7P;BX664727.3;CR392039.2	chr13:9474082-9480114;chr15:4833570-4839604;chr21:5708977-5715032;chr9:40234847-40240802;chr9:43056697-43062591;chr9:44401644-44407625;chr9:77919924-77925904;chr9:79638671-79644633;chrY:11391493-11397568	0.0	0.0	0.0	0.0	3.78	5	0.4722	0.0	3	2	False	True
6071	7	6	ANKRD20A18P;ANKRD20A6P;CR392039.2;TEKT4P2	chr13:9476966-9480112;chr14:2948340-2951491;chr15:4836452-4839602;chr21:12407802-12411620;chr21:5711842-5715030;chr22:5820205-5823348;chrY:11394378-11397566	0.0	0.0	0.0	0.0	1.71	6	0.2857	0.0	2	1	True	True
6072	8	10	ANKRD20A11P;ANKRD20A5P;ANKRD20A6P;CR392039.2;TEKT4P2	chr13:9477134-9480114;chr14:2948508-2951493;chr15:4836620-4839604;chr18:14341888-14345523;chr21:12320708-12324331;chr21:5712010-5715032;chr22:5820373-5823350;chrY:11394546-11397568	0.0	0.0	0.0	0.0	2.5	5	0.3571	0.0	4	2	False	True
6073	16	15	AC134878.2;ANKRD20A1;ANKRD20A11P;ANKRD20A21P;ANKRD20A3P;ANKRD20A5P;ANKRD20A7P;ANKRD20A8P;BX664727.3;TEKT4P2;unknown	chr13:9478944-9480020;chr14:2950322-2951397;chr15:4838434-4839510;chr18:14344351-14345427;chr20:30186561-30187644;chr21:12320804-12321890;chr21:5713857-5714936;chr22:5822175-5823254;chr2:95361274-95362353;chr4:72786615-72787703;chr9:43056793-43057868;chr9:44406451-44407529;chr9:76915568-76916570;chr9:77920020-77921090;chr9:79643465-79644537;chrY:11396400-11397472	0.0	0.0	0.0	0.0	1.88	15	0.125	0.0	2	1	True	True
6074	6	5	SNX18P10;SNX18P1Y	chr13:9480110-9485716;chr14:2951489-2957099;chr15:4839600-4845206;chr20:30088358-30093965;chr21:5715028-5720641;chr22:5823346-5828839	0.0	0.0	0.0	0.0	1.67	5	0.3333	0.0	2	1	True	True
6075	5	4	SNX18P10;SNX18P1Y	chr13:9480110-9521068;chr15:4839600-4880557;chr21:6617706-6665010;chr22:5823346-5867132;chrY:11397564-11441073	0.0	0.0	0.0	0.0	1.6	4	0.4	0.0	2	1	True	True
6076	4	3	SNX18P10;SNX18P1Y	chr13:9480110-9594873;chr14:2951489-3069653;chr15:4839600-4954370;chr22:10423826-10540125	0.0	0.0	0.0	0.0	1.5	3	0.5	0.0	2	1	True	True
6077	3	2	SNX18P10;SNX18P1Y	chr13:9480110-9596641;chr15:4839600-4956148;chr21:7387751-7507432	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
6078	3	2	SNX18P10;SNX18P1Y	chr13:9480110-9610457;chr15:4839600-4969969;chr9:76676370-76814343	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
6079	2	1	SNX18P10;SNX18P1Y	chr13:9480110-9610935;chr22:7642640-7770449	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
6080	2	1	SNX18P10;SNX18P1Y	chr13:9480110-9623434;chr21:325325-468827	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
6081	2	1	SNX18P10;SNX18P1Y	chr13:9480110-9627307;chr14:5570727-5710015	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
6082	2	1	SNX18P10;SNX18P1Y	chr13:10507680-10638970;chr13:9480113-9606429	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
6083	2	1	SNX18P1Y;SNX18P25	chr13:9480113-9624955;chr4:49409388-49552266	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
6084	2	1	CR381653.1;SNX18P1Y	chr13:9480639-9626116;chr21:2114719-2250081	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
6085	3	2	CR381653.1;SNX18P1Y	chr13:9480639-9626651;chr15:4840129-4986098;chr3:95525463-95660924	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
6086	3	2	CR381653.1;SNX18P12;SNX18P1Y	chr13:9480639-9627085;chr14:1435938-1570209;chr15:1647318-1781577	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
6087	3	2	CR381653.1;SNX18P1Y	chr13:9480639-9659357;chr15:4840129-5018804;chr22:3502662-3751816	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
6088	3	2	TEKT4P2;unknown	chr13:9485715-9503853;chr14:2957098-2978567;chr15:2059336-2077767	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
6089	2	1	TEKT4P2;unknown	chr13:9485716-9609910;chr14:4545218-4686196	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
6090	3	2	TEKT4P2;ZNF717	chr13:9485752-9594123;chr15:4845242-4953630;chr3:75805434-75919389	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
6091	3	2	TEKT4P2;unknown	chr13:9485975-9594818;chr15:4845465-4954315;chr22:9047320-9152540	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
6092	9	8	AC134878.2;TEKT4P2;unknown	chr13:10523026-10607602;chr13:9493262-9572046;chr14:2967988-3046824;chr15:4852752-4931539;chr21:340476-425962;chr21:5730921-5810072;chr22:5839359-5918518;chr22:9847880-9932367;chr4:49424742-49509156	0.0	0.0	0.0	0.0	1.78	8	0.2222	0.0	2	1	True	True
6093	2	1	TEKT4P2;unknown	chr13:9504075-9607220;chr14:645490-749657	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
6094	3	2	TEKT4P2;unknown	chr13:9504075-9607498;chr15:4863561-4967010;chr22:364281-477694	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
6095	2	1	TEKT4P2;unknown	chr13:9504075-9609724;chr15:236627-341999	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
6096	8	7	AC134878.2;LINC01666;TEKT4P2;unknown	chr13:10407289-10420342;chr13:9508053-9521068;chr14:2982773-2995784;chr15:4867539-4880557;chr21:5745712-5758704;chr22:5854099-5867132;chr22:7673703-7686658;chrY:11428127-11441073	0.0	0.0	0.0	0.0	1.75	7	0.25	0.0	2	1	True	True
6097	2	1	unknown	chr13:9517602-9594548;chr22:9720490-9795612	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
6098	4	3	unknown	chr13:9564955-9587449;chr14:3039732-3062231;chr15:4924448-4946952;chr22:9929632-9946489	0.0	0.0	0.0	0.0	1.5	3	0.5	0.0	2	1	True	True
6099	3	2	unknown	chr13:9564955-9610452;chr15:4924448-4969964;chr22:8449135-8489224	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
6100	2	1	unknown	chr13:9601158-9606145;chr13:9603462-9608178	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
6101	4	3	unknown	chr13:9612703-9628236;chr14:3087423-3102921;chr15:4972200-4987683;chr4:49629408-49647299	0.0	0.0	0.0	0.0	1.5	3	0.5	0.0	2	1	True	True
6102	5	5	unknown	chr13:9612726-9659357;chr14:3087446-3134041;chr15:1533884-1575790;chr15:4972223-5018804;chr21:1953072-1994913	0.0	0.0	0.0	0.0	2.0	3	0.5	0.0	3	2	False	True
6103	2	1	DBET;unknown	chr13:9708224-9709644;chr4:193433357-193435008	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
6104	4	3	CTBP2P1;RNU2-42P	chr13:9855042-9945736;chr14:3335615-3426014;chr15:5214643-5305398;chr21:7047487-7141819	0.0	0.0	0.0	0.0	1.5	3	0.5	0.0	2	1	True	True
6105	4	3	CTBP2P1;RNU2-42P	chr13:9873726-9955735;chr14:3354394-3436081;chr15:5233332-5315397;chr21:6306836-6401168	0.0	0.0	0.0	0.0	1.5	3	0.5	0.0	2	1	True	True
6106	3	2	RNU2-42P	chr13:9883272-9955186;chr14:3363965-3435532;chr14:4914283-5005193	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
6107	6	5	CTBP2P1;RNU2-42P	chr13:10914874-10970443;chr13:9884206-9937761;chr14:3364899-3418039;chr14:4915287-4971175;chr15:5243802-5297423;chr21:7940180-7995737	0.0	0.0	0.0	0.0	1.67	4	0.3333	0.0	3	2	True	True
6108	5	5	CTBP2P1;RNU2-42P	chr13:9886845-9937761;chr14:3367173-3418039;chr15:5246436-5297423;chr21:7940180-7994121;chr22:11156058-11210158	0.0	0.0	0.0	0.0	2.0	3	0.5	0.0	3	2	False	True
6109	2	1	RNU2-42P	chr13:9886854-10097387;chr22:6472145-6679828	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
6110	7	6	unknown	chr13:18992526-18993738;chr13:9891530-9892744;chr14:3371793-3373008;chr14:4924996-4926208;chr15:5251161-5252375;chr21:6382766-6383981;chr21:7100542-7101756	0.0	0.0	0.0	0.0	1.71	6	0.2857	0.0	2	1	True	True
6111	5	4	CHM13_G1000542;CTBP2P1	chr13:9904674-10003656;chr14:3384937-3483835;chr15:5264300-5363345;chr21:7006403-7088613;chrY:62025785-62122781	0.0	0.0	0.0	0.0	1.6	4	0.4	0.0	2	1	True	True
6112	4	3	unknown	chr13:9912668-9913910;chr14:3392930-3394171;chr15:5272298-5273540;chrY:62101881-62103121	0.0	0.0	0.0	0.0	1.5	3	0.5	0.0	2	1	True	True
6113	7	12	unknown	chr13:9912668-9913946;chr13:9925208-9926485;chr14:3392930-3394207;chr15:5272298-5273576;chr15:5284876-5286153;chr21:7079345-7080622;chr22:6514719-6515997	0.0	0.0	0.0	0.0	3.43	4	0.5714	0.0	2	2	False	True
6114	3	2	unknown	chr13:9912668-9913949;chr14:3392930-3394210;chr14:3405485-3406764	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
6115	8	15	unknown	chr13:10926027-10927335;chr13:9912668-9913970;chr14:4946129-4947428;chr15:5272298-5273600;chr21:6361566-6362863;chr21:7079321-7080622;chr21:7951333-7952641;chr22:11167220-11168529	0.0	0.0	0.0	0.0	3.75	5	0.5357	0.0	2	2	False	True
6116	7	8	unknown	chr13:9912682-9913946;chr14:3392944-3394207;chr14:4958759-4960020;chr15:5272312-5273576;chr21:6348928-6350183;chr21:6348928-6350189;chr21:7079345-7080608	0.0	0.0	0.0	0.0	2.29	4	0.381	0.0	4	2	False	True
6117	5	4	unknown	chr13:9925239-9926360;chr14:3405519-3406639;chr15:5284907-5286028;chr22:6514750-6515872;chrY:62114370-62115491	0.0	0.0	0.0	0.0	1.6	4	0.4	0.0	2	1	True	True
6118	10	19	unknown	chr13:13588536-13593743;chr13:9925945-9931182;chr14:3406224-3411463;chr14:4959494-4964669;chr15:5285613-5290851;chr21:7946675-7951873;chr22:11162546-11167760;chr2:89523503-89528732;chr2:90212631-90217862;chr2:91914348-91919567	0.0	0.0	0.0	0.0	3.8	5	0.4222	0.0	4	2	False	True
6119	4	3	AL356585.4	chr13:9947080-10082083;chr14:3427358-3562703;chr15:5306742-5442211;chr21:6927641-7052233	0.0	0.0	0.0	0.0	1.5	3	0.5	0.0	2	1	True	True
6120	2	1	unknown	chr13:9955839-9964865;chr4:49636292-49647184	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
6121	3	2	unknown	chr13:9967740-9978732;chr15:5327432-5338424;chrY:27243725-27254767	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
6122	8	8	AC136428.4;unknown	chr13:9967749-10007488;chr14:3448001-3487667;chr15:5327441-5367176;chr16:33899402-33925465;chr16:33899402-33925467;chr16:35295039-35322978;chr16:35295039-35322982;chr21:7002568-7042265	0.0	0.0	0.0	0.0	2.0	3	0.2857	0.0	6	3	False	True
6123	4	4	ANKRD36;ANKRD36C;unknown	chr13:9967749-10007915;chr15:5327441-5367603;chr2:96363518-96408588;chr2:97644179-97692991	0.0	0.0	0.0	0.0	2.0	2	0.6667	0.0	2	2	False	True
6124	2	1	unknown	chr13:9976209-9982458;chr13:9982219-9987933	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
6125	6	5	ANKRD36B;unknown	chr13:9998418-10007915;chr14:3478597-3488094;chr15:5358107-5367603;chr21:7002141-7011650;chr22:6580796-6590302;chr2:98012394-98024077	0.0	0.0	0.0	0.0	1.67	5	0.3333	0.0	2	1	True	True
6126	5	5	AL356585.4;ANKRD36;ANKRD36B	chr13:10008086-10020578;chr21:6989505-7001970;chr22:6590473-6602969;chr2:97745793-97757999;chr2:97964022-97976222	0.0	0.0	0.0	0.0	2.0	3	0.5	0.0	3	2	False	True
6127	6	5	AL356585.4;ANKRD36C	chr13:10008086-10020610;chr14:3488265-3500791;chr15:5367774-5380289;chr21:6989473-7001970;chr22:6590473-6603001;chr2:96469083-96481297	0.0	0.0	0.0	0.0	1.67	5	0.3333	0.0	2	1	True	True
6128	3	2	AL356585.4	chr13:10013282-10165983;chr13:13733105-13890173;chr15:5372969-5526731	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
6129	2	1	KMT2C;unknown	chr13:10020576-10077047;chr7:153402090-153465363	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
6130	3	2	AF254983.1;unknown	chr13:10020576-10097796;chr15:5380255-5458147;chr21:10634420-10712663	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
6131	5	6	AC005631.1;AF254983.2	chr13:10054365-10165983;chr13:10803348-10914863;chr15:5414488-5526731;chr21:7828372-7940169;chr22:11046671-11156047	0.0	0.0	0.0	0.0	2.4	3	0.6	0.0	2	2	False	True
6132	4	3	AC005631.1	chr13:10077019-10112320;chr13:13797109-13834100;chr15:5437176-5472781;chr7:153549184-153589621	0.0	0.0	0.0	0.0	1.5	3	0.5	0.0	2	1	True	True
6133	8	12	AC008443.8;CU104787.1	chr13:10112268-10120576;chr13:10850313-10858642;chr13:13834048-13842357;chr15:5472729-5481036;chr18:15020845-15029131;chr21:11714971-11723258;chr21:7876093-7884404;chr22:11094333-11102647	0.0	0.0	0.0	0.0	3.0	6	0.4286	0.0	2	2	False	True
6134	7	6	AC008443.8;BX664725.1;CU104787.1	chr13:10112268-10121673;chr13:10847416-10858642;chr13:13834048-13845256;chr15:5472729-5482133;chr21:7873194-7884404;chr22:11091442-11102647;chr9:44189277-44200508	0.0	0.0	0.0	0.0	1.71	6	0.2857	0.0	2	1	True	True
6135	4	3	AC008443.7;CU104787.1	chr13:10112268-10121902;chr13:13834048-13845485;chr15:5472729-5482362;chr5:181832682-181844372	0.0	0.0	0.0	0.0	1.5	3	0.5	0.0	2	1	True	True
6136	3	2	BAGE2;CU104787.1	chr13:10113126-10165983;chr15:5473587-5526731;chr21:10712651-10767496	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
6137	3	2	AF254983.2;AL022476.1	chr13:10121606-10129739;chr15:5482066-5490205;chr22:43513298-43521681	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
6138	2	1	AF254983.2	chr13:10122656-10215047;chr22:6679466-6781414	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
6139	2	1	AF254983.2	chr13:10122656-10240257;chr14:3577751-3718341	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
6140	2	1	unknown	chr13:10129257-10160100;chrY:736568-774242	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
6141	2	1	unknown	chr13:10131522-10222530;chr21:6849957-6927635	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
6142	6	5	unknown	chr13:10160099-10165983;chr14:3610647-3616532;chr15:5520848-5526731;chr21:6892028-6897915;chr22:17690765-17696612;chr22:6718071-6723948	0.0	0.0	0.0	0.0	1.67	5	0.3333	0.0	2	1	True	True
6143	2	1	LINC01666	chr13:10406475-10425685;chr21:6646288-6665835	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
6144	2	1	LINC01666	chr13:10406770-10425685;chr14:5868203-5887105	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
6145	2	1	LINC01666	chr13:10406789-10425685;chr22:10698399-10717291	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
6146	2	1	CR381670.2;LINC01666	chr13:10406794-10425684;chr21:7665674-7684570	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
6147	2	1	LINC01666;unknown	chr13:10407289-10420323;chr22:9120026-9133083	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
6148	5	4	LINC01666;ZNF717;unknown	chr13:10407289-10420324;chr14:5666223-5679194;chr21:7463620-7476589;chr22:10496317-10509275;chr3:75827408-75843529	0.0	0.0	0.0	0.0	1.6	4	0.4	0.0	2	1	True	True
6149	2	1	CR381653.1;LINC01666	chr13:10407291-10425685;chr21:2204258-2223169	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
6150	2	1	unknown	chr13:10425689-10432843;chr14:225621-233881	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
6151	2	1	AC097374.1;unknown	chr13:10425689-10445108;chr2:95409469-95436926	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
6152	2	1	unknown	chr13:10425689-10445768;chr20:30213350-30234697	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
6153	2	1	AC119751.8;AC140113.3	chr13:10425689-10454009;chr9:76945301-76974837	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
6154	2	1	AC119751.8	chr13:10425689-10458460;chr14:1631462-1665831	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
6155	10	9	AC119751.2;AC119751.8;AC138776.1	chr13:10425689-10464998;chr15:149275-190539;chr15:1842832-1883657;chr21:211226-252765;chr21:2311353-2352497;chr22:217180-250954;chr22:3813074-3853826;chr22:7528615-7569167;chr3:95722192-95763688;chr4:49281894-49321632	0.0	0.0	0.0	0.0	1.8	9	0.2	0.0	2	1	True	True
6156	4	3	AC119751.8;CR381670.2;unknown	chr13:10425689-10467221;chr14:5797573-5835017;chr21:7594991-7632457;chr22:10627677-10665170	0.0	0.0	0.0	0.0	1.5	3	0.5	0.0	2	1	True	True
6157	2	1	AC119751.2;AC119751.8	chr13:10425689-10468629;chr21:6533462-6577743	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
6158	4	3	AC119751.2;AC119751.8	chr13:10425689-10469480;chr14:3994371-4030011;chr22:9796619-9835349;chr4:49206702-49265984	0.0	0.0	0.0	0.0	1.5	3	0.5	0.0	2	1	True	True
6159	2	1	AC119751.2;AC119751.8	chr13:10435328-10464998;chr4:49275739-49311152	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
6160	5	4	ANKRD20A3P;ANKRD20A7P;unknown	chr13:10439191-10445106;chr20:30228001-30234033;chr9:40228697-40234744;chr9:43062694-43068743;chr9:44395529-44401535	0.0	0.0	0.0	0.0	1.6	3	0.4	0.0	3	2	True	True
6161	10	13	ANKRD20A1;ANKRD20A3P;ANKRD20A7P;CR769776.3;unknown	chr13:10439191-10445108;chr14:4008117-4014043;chr20:30228001-30234035;chr21:6557069-6563088;chr22:7543277-7549266;chr9:40228695-40234744;chr9:43062694-43068745;chr9:44395527-44401535;chr9:77926007-77932048;chr9:79632538-79638568	0.0	0.0	0.0	0.0	2.6	5	0.2889	0.0	4	2	False	True
6162	10	11	ANKRD20A3P;ANKRD20A7P;CHM13_G1000193;CR381670.2;CR769776.3;unknown	chr13:10439219-10445108;chr14:5812232-5818198;chr21:7609582-7615549;chr22:10642347-10648313;chr4:49221068-49226982;chr4:49301353-49307267;chr9:43062718-43068745;chr9:44395527-44401511;chr9:77926031-77932048;chrY:11331848-11337831	0.0	0.0	0.0	0.0	2.2	6	0.2444	0.0	4	3	False	True
6163	12	11	AC119751.2;CR381670.2;unknown	chr13:10448402-10455546;chr14:5821495-5828974;chr15:1866818-1874221;chr21:5663827-5671430;chr21:6547535-6553774;chr21:7618846-7626404;chr22:10651610-10659113;chr22:226914-234175;chr22:7552453-7559555;chr22:9804039-9811399;chr4:49230278-49237424;chr4:49290911-49298057	0.0	0.0	0.0	0.0	1.83	11	0.1667	0.0	2	1	True	True
